,PV,Date,Time,Hour,Temp,Rain,Zenith
0,6.8456,2022-03-29,12:00,12,24.0,0.0,129.58716755199669
1,10.67570889,2022-03-29,12:15,12,24.0,0.0,132.2390740391703
2,10.80974556,2022-03-29,12:30,12,24.0,0.0,134.7866585186243
3,10.63158111,2022-03-29,12:45,12,24.0,0.0,137.2095807993729
4,12.62376333,2022-03-29,13:00,13,24.0,0.0,139.48390790444938
5,12.73758222,2022-03-29,13:15,13,24.0,0.0,141.58182363669334
6,12.65771778,2022-03-29,13:30,13,24.0,0.0,143.4716545713031
7,12.68574111,2022-03-29,13:45,13,24.0,0.0,145.11845899270452
8,10.42037667,2022-03-29,14:00,14,23.4,0.0,146.48546090909747
9,11.73387667,2022-03-29,14:15,14,23.4,0.0,147.53654588757456
10,10.07234167,2022-03-29,14:30,14,23.4,0.0,148.23977855040755
11,12.51883556,2022-03-29,14:45,14,23.4,0.0,148.57144596842636
12,11.71524333,2022-03-29,15:00,15,23.4,0.0,148.51965067113315
13,13.80066333,2022-03-29,15:15,15,23.4,0.0,148.0863083636675
14,10.47622333,2022-03-29,15:30,15,23.4,0.0,147.28681893889325
15,11.98923333,2022-03-29,15:45,15,23.4,0.0,146.14753589245393
16,10.43232444,2022-03-29,16:00,16,23.4,0.0,144.70193528008264
17,11.76347778,2022-03-29,16:15,16,23.4,0.0,142.9866356931218
18,12.20503778,2022-03-29,16:30,16,23.4,0.0,141.03813088856327
19,11.74228889,2022-03-29,16:45,16,23.4,0.0,138.89059176857728
20,10.98261333,2022-03-29,17:00,17,12.5,0.0,136.57468857474655
21,9.18392,2022-03-29,17:15,17,12.5,0.0,134.11718309334125
22,10.03531333,2022-03-29,17:30,17,12.5,0.0,131.5410092303131
23,7.693895556,2022-03-29,17:45,17,12.5,0.0,128.86561637331002
24,9.66071,2022-03-29,18:00,18,12.5,0.0,126.10742052393316
25,8.084723333,2022-03-29,18:15,18,12.5,0.0,123.28027063843693
26,4.302108333,2022-03-29,18:30,18,12.5,0.0,120.39588511287228
27,2.584364222,2022-03-29,18:45,18,12.5,0.0,117.4642375645092
28,3.155935222,2022-03-29,19:00,19,12.5,0.0,114.49388618497807
29,2.89015,2022-03-29,19:15,19,12.5,0.0,111.49225224835946
30,1.287743111,2022-03-29,19:30,19,12.5,0.0,108.46585322161029
31,1.371975333,2022-03-29,19:45,19,12.5,0.0,105.42049673985512
32,1.141788,2022-03-29,20:00,20,12.5,0.0,102.36144515849882
33,0.994576333,2022-03-29,20:15,20,12.5,0.0,99.29355608580724
34,0.457539667,2022-03-29,20:30,20,12.5,0.0,96.22140341452862
35,0.121328889,2022-03-29,20:45,20,12.5,0.0,93.1493863168127
36,0.0,2022-03-29,21:00,21,12.5,0.0,89.59155480264177
37,0.0,2022-03-29,21:15,21,12.5,0.0,86.79656679799474
38,0.0,2022-03-29,21:30,21,12.5,0.0,83.83943017809678
39,0.0,2022-03-29,21:45,21,12.5,0.0,80.8523199154163
40,0.0,2022-03-29,00:00,0,12.5,0.0,55.26588574786652
41,0.0,2022-03-29,01:30,1,12.5,0.0,42.63672056953131
42,0.0,2022-03-29,02:45,2,12.5,0.0,38.26671401842625
43,0.0,2022-03-29,04:00,4,12.5,0.0,41.600898436497296
44,0.0,2022-03-29,04:45,4,12.5,0.0,46.76650258690204
45,0.0,2022-03-29,05:15,5,12.5,0.0,51.12818032135659
46,0.0,2022-03-29,06:00,6,12.5,0.0,58.622044765124855
47,0.0,2022-03-29,06:30,6,12.5,0.0,64.06580163359877
48,0.0,2022-03-29,08:30,8,17.4,0.0,87.52446188867431
49,0.0,2022-03-29,08:45,8,17.4,0.0,90.85797877089261
50,0.0,2022-03-29,09:00,9,17.4,0.0,93.93229949768904
51,0.18892,2022-03-29,09:15,9,17.4,0.0,97.00949667002979
52,0.813079667,2022-03-29,09:30,9,17.4,0.0,100.0852698914703
53,1.321971444,2022-03-29,09:45,9,17.4,0.0,103.1552133516624
54,1.705033889,2022-03-29,10:00,10,17.4,0.0,106.21471535203513
55,2.88792,2022-03-29,10:15,10,17.4,0.0,109.25884651910364
56,3.590063444,2022-03-29,10:30,10,17.4,0.0,112.28223344943403
57,4.720507889,2022-03-29,10:45,10,17.4,0.0,115.27891379949709
58,5.002797222,2022-03-29,11:00,11,24.0,0.0,118.24216438379617
59,4.524288333,2022-03-29,11:15,11,24.0,0.0,121.1642967287357
60,4.678479333,2022-03-29,11:30,11,24.0,0.0,124.03641383972783
61,6.260891111,2022-03-29,11:45,11,24.0,0.0,126.84811838119545
62,5.529734444,2022-03-30,12:00,12,22.9,0.0,129.9103803145028
63,4.68914,2022-03-30,12:15,12,22.9,0.0,132.57029336347358
64,2.982169444,2022-03-30,12:30,12,22.9,0.0,135.1265815073261
65,3.339501444,2022-03-30,12:45,12,22.9,0.0,137.5587797440079
66,5.629837111,2022-03-30,13:00,13,22.9,0.0,139.84274124889458
67,13.11246778,2022-03-30,13:15,13,22.9,0.0,141.9503162468405
68,14.37837778,2022-03-30,13:30,13,22.9,0.0,143.84934928922007
69,12.09616667,2022-03-30,13:45,13,22.9,0.0,145.5042537450184
70,11.83018444,2022-03-30,14:00,14,22.0,0.0,146.87746493612073
71,8.090726667,2022-03-30,14:15,14,22.0,0.0,147.93201014448954
72,4.508311667,2022-03-30,14:30,14,22.0,0.0,148.63516496966207
73,8.583162222,2022-03-30,14:45,14,22.0,0.0,148.9626783519177
74,14.25392,2022-03-30,15:00,15,22.0,0.0,148.90252830532407
75,14.43107778,2022-03-30,15:15,15,22.0,0.0,148.45698647137118
76,13.92929444,2022-03-30,15:30,15,22.0,0.0,147.64221929326402
77,13.24256333,2022-03-30,15:45,15,22.0,0.0,146.48558045448476
78,10.24257111,2022-03-30,16:00,16,22.0,0.0,145.02157514809483
79,6.320968889,2022-03-30,16:15,16,22.0,0.0,143.28772198972194
80,8.489611111,2022-03-30,16:30,16,22.0,0.0,141.32120573055948
81,6.460255556,2022-03-30,16:45,16,22.0,0.0,139.1566680050496
82,6.231026667,2022-03-30,17:00,17,13.6,0.0,136.82505953694147
83,7.587641111,2022-03-30,17:15,17,13.6,0.0,134.3532778269551
84,9.232267778,2022-03-30,17:30,17,13.6,0.0,131.764292428478
85,6.021833333,2022-03-30,17:45,17,13.6,0.0,129.0775249905746
86,4.316854444,2022-03-30,18:00,18,13.6,0.0,126.30932747658693
87,5.867346667,2022-03-30,18:15,18,13.6,0.0,123.47346709782376
88,6.764064444,2022-03-30,18:30,18,13.6,0.0,120.58157486286387
89,4.024726667,2022-03-30,18:45,18,13.6,0.0,117.64353876506348
90,4.975864444,2022-03-30,19:00,19,13.6,0.0,114.66783740983377
91,4.270744556,2022-03-30,19:15,19,13.6,0.0,111.66182078145685
92,2.292362444,2022-03-30,19:30,19,13.6,0.0,108.63194436220074
93,1.620320556,2022-03-30,19:45,19,13.6,0.0,105.58396337656069
94,1.315470778,2022-03-30,20:00,20,13.6,0.0,102.52309720531784
95,0.552613556,2022-03-30,20:15,20,13.6,0.0,99.45416957591851
96,0.365524111,2022-03-30,20:30,20,13.6,0.0,96.38172917529359
97,0.178731333,2022-03-30,20:45,20,13.6,0.0,93.31015821344347
98,0.016232333,2022-03-30,21:00,21,13.6,0.0,89.72893114260377
99,0.0,2022-03-30,21:15,21,13.6,0.0,86.9528040314849
100,0.0,2022-03-30,21:30,21,13.6,0.0,84.00276065559851
101,0.0,2022-03-30,21:45,21,13.6,0.0,81.0204755624036
102,0.0,2022-03-30,22:45,22,13.6,0.0,69.27280426112455
103,0.0,2022-03-30,00:00,0,13.6,0.0,55.503088951652366
104,0.0,2022-03-30,01:15,1,13.6,0.0,44.61071644206484
105,0.0,2022-03-30,02:30,2,13.6,0.0,38.92002693550103
106,0.0,2022-03-30,06:30,6,13.6,0.0,64.38055644111013
107,0.0,2022-03-30,08:45,8,16.7,0.0,91.14195015566759
108,0.0,2022-03-30,09:00,9,16.7,0.0,94.21557305275573
109,0.124796222,2022-03-30,09:15,9,16.7,0.0,97.29262562112855
110,0.689081778,2022-03-30,09:30,9,16.7,0.0,100.36881650290053
111,1.479089556,2022-03-30,09:45,9,16.7,0.0,103.43975301887676
112,2.422611778,2022-03-30,10:00,10,16.7,0.0,106.50084076933642
113,3.555576889,2022-03-30,10:15,10,16.7,0.0,109.54717177736349
114,4.753898667,2022-03-30,10:30,10,16.7,0.0,112.57339784231988
115,5.755278222,2022-03-30,10:45,10,16.7,0.0,115.57358501033107
116,6.72039,2022-03-30,11:00,11,22.9,0.0,118.54104053543746
117,7.784343556,2022-03-30,11:15,11,22.9,0.0,121.46810651922397
118,9.785746667,2022-03-30,11:30,11,22.9,0.0,124.34591358144529
119,7.81375,2022-03-30,11:45,11,22.9,0.0,127.16408421157107
120,7.919746667,2022-03-31,12:00,12,21.0,0.0,130.23172212641185
121,11.09331444,2022-03-31,12:15,12,21.0,0.0,132.89962928100763
122,12.17116533,2022-03-31,12:30,12,21.0,0.0,135.46463031131861
123,14.17234,2022-03-31,12:45,12,21.0,0.0,137.90613911241505
124,13.76459667,2022-03-31,13:00,13,21.0,0.0,140.1997975021846
125,10.22271556,2022-03-31,13:15,13,21.0,0.0,142.31712188129504
126,10.71602778,2022-03-31,13:30,13,21.0,0.0,144.2254697319881
127,11.92056889,2022-03-31,13:45,13,21.0,0.0,145.8885975054614
128,13.80545222,2022-03-31,14:00,14,20.8,0.0,147.2681317649421
129,13.80687222,2022-03-31,14:15,14,20.8,0.0,148.32621509066706
130,13.79082222,2022-03-31,14:30,14,20.8,0.0,149.02930734893351
131,13.73433889,2022-03-31,14:45,14,20.8,0.0,149.3526019455511
132,13.54760222,2022-03-31,15:00,15,20.8,0.0,149.283953117858
133,13.50452889,2022-03-31,15:15,15,20.8,0.0,148.82600955954604
134,13.29182,2022-03-31,15:30,15,20.8,0.0,147.9957390114464
135,13.10752111,2022-03-31,15:45,15,20.8,0.0,146.82153181872803
136,12.84251556,2022-03-31,16:00,16,20.8,0.0,145.3389502410232
137,12.60828111,2022-03-31,16:15,16,20.8,0.0,143.58642786963145
138,12.2434,2022-03-31,16:30,16,20.8,0.0,141.60184351123036
139,11.90997,2022-03-31,16:45,16,20.8,0.0,139.42030454329725
140,11.50636444,2022-03-31,17:00,17,14.6,0.0,137.07303317360356
141,10.95404889,2022-03-31,17:15,17,14.6,0.0,134.58705259495997
142,10.30153222,2022-03-31,17:30,17,14.6,0.0,131.98535869044008
143,9.570637778,2022-03-31,17:45,17,14.6,0.0,129.28733752135489
144,8.752618889,2022-03-31,18:00,18,14.6,0.0,126.50927079616275
145,7.886205556,2022-03-31,18:15,18,14.6,0.0,123.6648392730941
146,6.952603333,2022-03-31,18:30,18,14.6,0.0,120.76558312139555
147,4.632628444,2022-03-31,18:45,18,14.6,0.0,117.82130225195831
148,4.810292222,2022-03-31,19:00,19,14.6,0.0,114.8403939796955
149,3.811549,2022-03-31,19:15,19,14.6,0.0,111.83013585153795
150,2.570385222,2022-03-31,19:30,19,14.6,0.0,108.79692061811498
151,1.376480667,2022-03-31,19:45,19,14.6,0.0,105.74645062634421
152,0.683001333,2022-03-31,20:00,20,14.6,0.0,102.68390200538163
153,0.364455556,2022-03-31,20:15,20,14.6,0.0,99.61406444359383
154,0.216186222,2022-03-31,20:30,20,14.6,0.0,96.54146132669351
155,0.117829778,2022-03-31,20:45,20,14.6,0.0,93.47045783280622
156,0.0,2022-03-31,21:00,21,14.6,0.0,89.86484855082092
157,0.0,2022-03-31,21:15,21,14.6,0.0,87.10835565166934
158,0.0,2022-03-31,21:30,21,14.6,0.0,84.16582889362621
159,0.0,2022-03-31,00:30,0,14.6,0.0,50.970783163209504
160,0.0,2022-03-31,01:45,1,14.6,0.0,41.88038340812436
161,0.0,2022-03-31,03:00,3,14.6,0.0,39.09895623708878
162,0.0,2022-03-31,04:15,4,14.6,0.0,43.87173067738944
163,0.0,2022-03-31,08:15,8,15.6,0.0,85.14094392589607
164,0.0,2022-03-31,08:45,8,15.6,0.0,91.42490688668137
165,0.0,2022-03-31,09:00,9,15.6,0.0,94.49776066458504
166,0.090963667,2022-03-31,09:15,9,15.6,0.0,97.57459516630828
167,0.602331667,2022-03-31,09:30,9,15.6,0.0,100.65112861461684
168,1.339770333,2022-03-31,09:45,9,15.6,0.0,103.72298204197904
169,2.279898556,2022-03-31,10:00,10,15.6,0.0,106.78557900253614
170,3.388278889,2022-03-31,10:15,10,15.6,0.0,109.8340336857769
171,4.588927778,2022-03-31,10:30,10,15.6,0.0,112.86302402798822
172,5.622746,2022-03-31,10:45,10,15.6,0.0,115.86664562057993
173,6.633228889,2022-03-31,11:00,11,21.0,0.0,118.83823760254215
174,7.584142222,2022-03-31,11:15,11,21.0,0.0,121.77017445388704
175,8.475867778,2022-03-31,11:30,11,21.0,0.0,124.65361665028107
176,9.297367778,2022-03-31,11:45,11,21.0,0.0,127.47820924794922
177,9.995666667,2022-04-01,12:00,12,23.5,0.0,130.55106116365153
178,10.70873778,2022-04-01,12:15,12,23.5,0.0,133.22694810934678
179,11.30797222,2022-04-01,12:30,12,23.5,0.0,135.8006696407257
180,11.85824333,2022-04-01,12:45,12,23.5,0.0,138.25152254038318
181,12.24658444,2022-04-01,13:00,13,23.5,0.0,140.55494011378303
182,12.63287,2022-04-01,13:15,13,23.5,0.0,142.6821050737164
183,12.9399,2022-04-01,13:30,13,23.5,0.0,144.59988310293127
184,13.14615556,2022-04-01,13:45,13,23.5,0.0,146.27136181338642
185,13.31681778,2022-04-01,14:00,14,22.2,0.0,147.65733860408722
186,13.43529333,2022-04-01,14:15,14,22.2,0.0,148.71904412887437
187,13.45473,2022-04-01,14:30,14,22.2,0.0,149.4220947536126
188,13.38826889,2022-04-01,14:45,14,22.2,0.0,149.74111017674988
189,13.28546667,2022-04-01,15:00,15,22.2,0.0,149.66382165478478
190,13.25110111,2022-04-01,15:15,15,22.2,0.0,149.19327699791853
191,13.14515222,2022-04-01,15:30,15,22.2,0.0,148.34728128598147
192,12.95836667,2022-04-01,15:45,15,22.2,0.0,147.1552989112104
193,12.72265556,2022-04-01,16:00,16,22.2,0.0,145.65397727650367
194,12.46562556,2022-04-01,16:15,16,22.2,0.0,143.8826793963081
195,12.12902333,2022-04-01,16:30,16,22.2,0.0,141.8799803951218
196,11.80872,2022-04-01,16:45,16,22.2,0.0,139.68144763193663
197,10.55892222,2022-04-01,17:00,17,11.2,0.0,137.31856522293168
198,9.557826667,2022-04-01,17:15,17,11.2,0.0,134.81847168264818
199,10.12974778,2022-04-01,17:30,17,11.2,0.0,132.2041797484331
200,9.362741111,2022-04-01,17:45,17,11.2,0.0,129.49503201459558
201,8.576542222,2022-04-01,18:00,18,11.2,0.0,126.70723377189307
202,7.725964444,2022-04-01,18:15,18,11.2,0.0,123.85437470593223
203,6.782045556,2022-04-01,18:30,18,11.2,0.0,120.94790079776747
204,5.540311111,2022-04-01,18:45,18,11.2,0.0,117.9975215189898
205,4.468228889,2022-04-01,19:00,19,11.2,0.0,115.01155128252564
206,2.342764111,2022-04-01,19:15,19,11.2,0.0,111.99719413092882
207,2.148946889,2022-04-01,19:30,19,11.2,0.0,108.96077940327518
208,1.572553667,2022-04-01,19:45,19,11.2,0.0,105.90795615864275
209,0.900906667,2022-04-01,20:00,20,11.2,0.0,102.84385703807573
210,0.597219,2022-04-01,20:15,20,11.2,0.0,99.77323756528887
211,0.300320667,2022-04-01,20:30,20,11.2,0.0,96.70059575549543
212,0.053096778,2022-04-01,20:45,20,11.2,0.0,93.63027969856398
213,0.0,2022-04-01,21:00,21,11.2,0.0,89.99950446449681
214,0.0,2022-04-01,21:15,21,11.2,0.0,87.26317815757818
215,0.0,2022-04-01,21:30,21,11.2,0.0,84.32861547298431
216,0.0,2022-04-01,00:45,0,11.2,0.0,49.063812815987994
217,0.0,2022-04-01,02:00,2,11.2,0.0,41.086453302449485
218,0.0,2022-04-01,03:30,3,11.2,0.0,40.551406571072796
219,0.0,2022-04-01,06:00,6,11.2,0.0,59.60435211573083
220,0.0,2022-04-01,08:45,8,14.2,0.0,91.70672612638052
221,0.0,2022-04-01,09:00,9,14.2,0.0,94.77874008930961
222,0.096940111,2022-04-01,09:15,9,14.2,0.0,97.8552834728034
223,0.664037111,2022-04-01,09:30,9,14.2,0.0,100.93208461078943
224,1.501017111,2022-04-01,09:45,9,14.2,0.0,104.00477881600453
225,2.419893444,2022-04-01,10:00,10,14.2,0.0,107.06880823934068
226,3.549737889,2022-04-01,10:15,10,14.2,0.0,110.11930999350943
227,4.728497444,2022-04-01,10:30,10,14.2,0.0,113.15098907735789
228,5.739578333,2022-04-01,10:45,10,14.2,0.0,116.1579717751749
229,6.735047778,2022-04-01,11:00,11,23.5,0.0,119.13363055121589
230,7.663778889,2022-04-01,11:15,11,23.5,0.0,122.07037407612907
231,8.544597778,2022-04-01,11:30,11,23.5,0.0,124.95939494570044
232,9.333447778,2022-04-01,11:45,11,23.5,0.0,127.79036357243292
233,10.02802667,2022-04-02,12:00,12,22.6,0.0,130.86826623757148
234,10.65269444,2022-04-02,12:15,12,22.6,0.0,133.55211669786928
235,11.18920889,2022-04-02,12:30,12,22.6,0.0,136.13456460877444
236,11.72962333,2022-04-02,12:45,12,22.6,0.0,138.59479391801705
237,12.18112333,2022-04-02,13:00,13,22.6,0.0,140.90803263008632
238,12.51516111,2022-04-02,13:15,13,22.6,0.0,143.04513031565375
239,12.83216222,2022-04-02,13:30,13,22.6,0.0,144.97245647458686
240,13.06794,2022-04-02,13:45,13,22.6,0.0,146.65241807255816
241,13.25274333,2022-04-02,14:00,14,22.0,0.0,148.04496262509042
242,13.33234333,2022-04-02,14:15,14,22.0,0.0,149.1103808157219
243,13.41652778,2022-04-02,14:30,14,22.0,0.0,149.81341664491325
244,13.28579556,2022-04-02,14:45,14,22.0,0.0,150.1280971199149
245,13.15764111,2022-04-02,15:00,15,22.0,0.0,150.0420313615209
246,13.27177778,2022-04-02,15:15,15,22.0,0.0,149.55868933700683
247,13.12012222,2022-04-02,15:30,15,22.0,0.0,148.69675082856907
248,12.92363222,2022-04-02,15:45,15,22.0,0.0,147.486792559428
249,12.66203222,2022-04-02,16:00,16,22.0,0.0,145.96657525180103
250,12.38921111,2022-04-02,16:15,16,22.0,0.0,144.17640523099004
251,12.09853667,2022-04-02,16:30,16,22.0,0.0,142.15555536549596
252,11.75988444,2022-04-02,16:45,16,22.0,0.0,139.94004645113213
253,10.89847667,2022-04-02,17:00,17,12.3,0.0,137.5616143705254
254,10.75532333,2022-04-02,17:15,17,12.3,0.0,135.04750225833556
255,9.503147778,2022-04-02,17:30,17,12.3,0.0,132.420730093799
256,9.350533333,2022-04-02,17:45,17,12.3,0.0,129.70058911928965
257,6.139960222,2022-04-02,18:00,18,12.3,0.0,126.90320211040819
258,7.514691111,2022-04-02,18:15,18,12.3,0.0,124.04206315938583
259,6.649405556,2022-04-02,18:30,18,12.3,0.0,121.12852082193133
260,4.367192889,2022-04-02,18:45,18,12.3,0.0,118.17219188009972
261,4.443483333,2022-04-02,19:00,19,12.3,0.0,115.18130632879485
262,3.640360556,2022-04-02,19:15,19,12.3,0.0,112.16299372216525
263,2.312262333,2022-04-02,19:30,19,12.3,0.0,109.12351937682631
264,1.545327444,2022-04-02,19:45,19,12.3,0.0,106.0684787053543
265,0.973637778,2022-04-02,20:00,20,12.3,0.0,103.00296067067642
266,0.578385667,2022-04-02,20:15,20,12.3,0.0,99.93168653794244
267,0.306977333,2022-04-02,20:30,20,12.3,0.0,96.85912890459927
268,0.113891444,2022-04-02,20:45,20,12.3,0.0,93.78961873187144
269,0.0,2022-04-02,21:00,21,12.3,0.0,90.13321181294802
270,0.0,2022-04-02,21:15,21,12.3,0.0,87.41722524996005
271,0.0,2022-04-02,21:30,21,12.3,0.0,84.49110035576189
272,0.0,2022-04-02,01:00,1,12.3,0.0,47.346807123993315
273,0.0,2022-04-02,02:15,2,12.3,0.0,40.5965303051229
274,0.0,2022-04-02,03:30,3,12.3,0.0,40.94351669160589
275,0.0,2022-04-02,06:00,6,12.3,0.0,59.9302648597529
276,0.0,2022-04-02,08:45,8,15.3,0.0,91.98728564311595
277,0.0,2022-04-02,09:00,9,15.3,0.0,95.05838971572555
278,0.062008778,2022-04-02,09:15,9,15.3,0.0,98.13456936926279
279,0.643993444,2022-04-02,09:30,9,15.3,0.0,101.21156356698329
280,1.405211778,2022-04-02,09:45,9,15.3,0.0,104.28502245661606
281,2.444182333,2022-04-02,10:00,10,15.3,0.0,107.35040741446423
282,3.545157,2022-04-02,10:15,10,15.3,0.0,110.40287922316526
283,4.684479333,2022-04-02,10:30,10,15.3,0.0,113.43717085366471
284,5.667004444,2022-04-02,10:45,10,15.3,0.0,116.44744042120217
285,6.623445556,2022-04-02,11:00,11,22.6,0.0,119.42709515107549
286,7.488143333,2022-04-02,11:15,11,22.6,0.0,122.3685797203217
287,8.306278889,2022-04-02,11:30,11,22.6,0.0,125.26312112840344
288,9.033142222,2022-04-02,11:45,11,22.6,0.0,128.1004179775848
289,9.712176667,2022-04-03,12:00,12,22.9,0.0,131.18320629708995
290,10.28177111,2022-04-03,12:15,12,22.9,0.0,133.8750019466456
291,10.85274556,2022-04-03,12:30,12,22.9,0.0,136.46618026467124
292,11.38727444,2022-04-03,12:45,12,22.9,0.0,138.93581693575302
293,11.87379778,2022-04-03,13:00,13,22.9,0.0,141.25893825761898
294,12.27095,2022-04-03,13:15,13,22.9,0.0,143.4060616377953
295,12.59052667,2022-04-03,13:30,13,22.9,0.0,145.34305639265295
296,12.90473444,2022-04-03,13:45,13,22.9,0.0,147.03163718657947
297,13.07669222,2022-04-03,14:00,14,22.1,0.0,148.43088064184724
298,13.36201111,2022-04-03,14:15,14,22.1,0.0,149.5001085983012
299,13.41942111,2022-04-03,14:30,14,22.1,0.0,150.20316268703093
300,13.40879667,2022-04-03,14:45,14,22.1,0.0,150.5134573823543
301,13.32605444,2022-04-03,15:00,15,22.1,0.0,150.418480551078
302,13.18105778,2022-04-03,15:15,15,22.1,0.0,149.92214835988906
303,13.02104,2022-04-03,15:30,15,22.1,0.0,149.0440540002678
304,12.84146556,2022-04-03,15:45,15,22.1,0.0,147.81592569189164
305,12.30361889,2022-04-03,16:00,16,22.1,0.0,146.27666569866747
306,12.41086556,2022-04-03,16:15,16,22.1,0.0,144.46753692723334
307,10.55356289,2022-04-03,16:30,16,22.1,0.0,142.42851054550667
308,7.830406778,2022-04-03,16:45,16,22.1,0.0,140.196053451728
309,10.91935944,2022-04-03,17:00,17,12.9,0.0,137.80214259559335
310,10.57936778,2022-04-03,17:15,17,12.9,0.0,135.27411472572166
311,9.671946667,2022-04-03,17:30,17,12.9,0.0,132.634987336746
312,9.432006667,2022-04-03,17:45,17,12.9,0.0,129.90399244568317
313,8.623433333,2022-04-03,18:00,18,12.9,0.0,127.09716429633932
314,7.721607778,2022-04-03,18:15,18,12.9,0.0,124.2278969808014
315,6.752495556,2022-04-03,18:30,18,12.9,0.0,121.30743850946183
316,5.675843333,2022-04-03,18:45,18,12.9,0.0,118.34531083588767
317,3.409740889,2022-04-03,19:00,19,12.9,0.0,115.34965812151489
318,2.962792444,2022-04-03,19:15,19,12.9,0.0,112.32753452928884
319,1.666318778,2022-04-03,19:30,19,12.9,0.0,109.2851408115045
320,1.286676678,2022-04-03,19:45,19,12.9,0.0,106.22801843352097
321,0.657725467,2022-04-03,20:00,20,12.9,0.0,103.16121253116229
322,0.456583056,2022-04-03,20:15,20,12.9,0.0,100.08941004966077
323,0.281587222,2022-04-03,20:30,20,12.9,0.0,97.0170581452937
324,0.076618778,2022-04-03,20:45,20,12.9,0.0,93.94847062256628
325,0.0,2022-04-03,21:00,21,12.9,0.0,90.88792565938677
326,0.0,2022-04-03,21:15,21,12.9,0.0,87.57044799575075
327,0.0,2022-04-03,21:30,21,12.9,0.0,84.65326319485213
328,0.0,2022-04-03,23:30,23,12.9,0.0,61.80022357079761
329,0.0,2022-04-03,00:45,0,12.9,0.0,49.62099386295017
330,0.0,2022-04-03,03:15,3,12.9,0.0,40.6505887020752
331,0.0,2022-04-03,06:00,6,12.9,0.0,60.25518999806097
332,0.0,2022-04-03,07:15,7,12.9,0.0,74.1568991940762
333,0.0,2022-04-03,08:30,8,20.8,0.0,88.82647969359095
334,0.0,2022-04-03,08:45,8,20.8,0.0,92.26646322234245
335,0.0,2022-04-03,09:00,9,20.8,0.0,95.3365879786779
336,0.063570222,2022-04-03,09:15,9,20.8,0.0,98.41233176238258
337,0.746883889,2022-04-03,09:30,9,20.8,0.0,101.48944466846135
338,1.619989111,2022-04-03,09:45,9,20.8,0.0,104.56359222314211
339,2.521859222,2022-04-03,10:00,10,20.8,0.0,107.63025564119147
340,3.648552222,2022-04-03,10:15,10,20.8,0.0,110.68462010450541
341,4.789511889,2022-04-03,10:30,10,20.8,0.0,113.72144745301884
342,5.785819333,2022-04-03,10:45,10,20.8,0.0,116.73492875805114
343,6.746387778,2022-04-03,11:00,11,22.9,0.0,119.71850743376659
344,7.621957778,2022-04-03,11:15,11,22.9,0.0,122.66466598004536
345,8.433482222,2022-04-03,11:30,11,22.9,0.0,125.56466809935372
346,9.166068889,2022-04-03,11:45,11,22.9,0.0,128.408243457595
347,9.84748,2022-04-04,12:00,12,24.1,0.0,131.49575022290244
348,10.40175444,2022-04-04,12:15,12,24.1,0.0,134.19547060730352
349,10.86304667,2022-04-04,12:30,12,24.1,0.0,136.79538140442565
350,11.33422333,2022-04-04,12:45,12,24.1,0.0,139.274454905298
351,11.76241111,2022-04-04,13:00,13,24.1,0.0,141.60751969191463
352,12.05998333,2022-04-04,13:15,13,24.1,0.0,143.76476244736583
353,12.44258556,2022-04-04,13:30,13,24.1,0.0,145.71154872435193
354,12.65287778,2022-04-04,13:45,13,24.1,0.0,147.40888942435856
355,12.80108889,2022-04-04,14:00,14,22.8,0.0,148.81496900195347
356,12.88523222,2022-04-04,14:15,14,22.8,0.0,149.88811074526
357,12.97843778,2022-04-04,14:30,14,22.8,0.0,150.59122272663348
358,12.93417444,2022-04-04,14:45,14,22.8,0.0,150.89708613815333
359,12.87422444,2022-04-04,15:00,15,22.8,0.0,150.7930684947939
360,12.78585333,2022-04-04,15:15,15,22.8,0.0,150.28355722817577
361,12.59920111,2022-04-04,15:30,15,22.8,0.0,149.38909900826576
362,12.51679444,2022-04-04,15:45,15,22.8,0.0,148.1426135761448
363,12.34834333,2022-04-04,16:00,16,22.8,0.0,146.584172949174
364,12.16134333,2022-04-04,16:15,16,22.8,0.0,144.75600921249074
365,11.84534333,2022-04-04,16:30,16,22.8,0.0,142.6987914832529
366,11.42375889,2022-04-04,16:45,16,22.8,0.0,140.4494246337802
367,10.92412333,2022-04-04,17:00,17,10.5,0.0,138.04011544482432
368,10.36578,2022-04-04,17:15,17,10.5,0.0,135.49828298903282
369,9.746353333,2022-04-04,17:30,17,10.5,0.0,132.84693246132292
370,9.069766667,2022-04-04,17:45,17,10.5,0.0,130.10522881298738
371,8.296255556,2022-04-04,18:00,18,10.5,0.0,127.2891118371817
372,7.45196,2022-04-04,18:15,18,10.5,0.0,124.41187134110532
373,6.42369,2022-04-04,18:30,18,10.5,0.0,121.48465179665743
374,5.456106667,2022-04-04,18:45,18,10.5,0.0,118.51687830706211
375,4.431154444,2022-04-04,19:00,19,10.5,0.0,115.51660788313714
376,3.289515222,2022-04-04,19:15,19,10.5,0.0,112.49081848261463
377,2.112954,2022-04-04,19:30,19,10.5,0.0,109.44564582049611
378,1.414623222,2022-04-04,19:45,19,10.5,0.0,106.38657716880334
379,0.849030444,2022-04-04,20:00,20,10.5,0.0,103.31861373047889
380,0.519791667,2022-04-04,20:15,20,10.5,0.0,100.24640810132074
381,0.2646,2022-04-04,20:30,20,10.5,0.0,97.1743819942389
