__time,PV
2022-04-02T05:00:00.000Z,10.89847667
2022-05-10T03:45:00.000Z,10.89424778
2022-05-01T01:15:00.000Z,10.89354
2022-04-15T01:00:00.000Z,10.89295778
2022-04-12T00:00:00.000Z,10.89173667
2022-05-01T04:00:00.000Z,10.88761889
2022-05-17T02:30:00.000Z,10.88344667
2022-04-28T01:30:00.000Z,10.87578778
2022-05-11T01:30:00.000Z,10.87436889
2022-04-10T05:00:00.000Z,10.87138778
2022-04-17T05:00:00.000Z,10.86882889
2022-04-17T03:15:00.000Z,10.86676333
2022-04-04T00:30:00.000Z,10.86304667
2022-04-20T01:15:00.000Z,10.85592189
2022-04-03T00:30:00.000Z,10.85274556
2022-05-23T02:45:00.000Z,10.85019222
2022-05-15T01:45:00.000Z,10.84959048
2022-04-24T03:15:00.000Z,10.84870222
2022-04-21T03:30:00.000Z,10.84750667
2022-05-05T02:15:00.000Z,10.83478444
2022-04-15T04:45:00.000Z,10.82770556
2022-05-23T02:30:00.000Z,10.82708444
2022-05-20T02:00:00.000Z,10.82444444
2022-03-29T00:30:00.000Z,10.80974556
2022-04-27T03:30:00.000Z,10.80782556
2022-05-20T03:15:00.000Z,10.80691778
2022-05-11T04:00:00.000Z,10.80354444
2022-05-27T03:15:00.000Z,10.80253667
2022-05-21T02:30:00.000Z,10.79787
2022-06-13T03:45:00.000Z,10.78658667
2022-05-03T01:15:00.000Z,10.78600111
2022-05-15T03:30:00.000Z,10.78405139
2022-05-19T01:45:00.000Z,10.78311778
2022-05-23T02:15:00.000Z,10.77706889
2022-04-09T04:45:00.000Z,10.77705222
2022-05-17T02:15:00.000Z,10.77684
2022-05-18T01:45:00.000Z,10.77042333
2022-05-21T03:30:00.000Z,10.76712778
2022-05-23T03:00:00.000Z,10.75934111
2022-04-02T05:15:00.000Z,10.75532333
2022-04-28T04:00:00.000Z,10.74970889
2022-05-06T01:00:00.000Z,10.74636333
2022-05-07T04:00:00.000Z,10.73520333
2022-04-09T00:30:00.000Z,10.73474778
2022-05-17T03:30:00.000Z,10.73149778
2022-04-12T01:30:00.000Z,10.72879889
2022-03-31T01:30:00.000Z,10.71602778
2022-05-05T04:30:00.000Z,10.71326556
2022-05-06T01:15:00.000Z,10.71161
2022-06-19T02:15:00.000Z,10.71119111
2022-04-01T00:15:00.000Z,10.70873778
2022-05-21T02:15:00.000Z,10.69743
2022-05-26T01:30:00.000Z,10.69292333
2022-04-23T04:30:00.000Z,10.6864
2022-05-14T01:45:00.000Z,10.68635667
2022-05-25T02:45:00.000Z,10.68433111
2022-06-09T02:45:00.000Z,10.68348778
2022-04-24T04:30:00.000Z,10.68299333
2022-05-12T01:45:00.000Z,10.67961667
2022-03-29T00:15:00.000Z,10.67570889
2022-05-04T02:00:00.000Z,10.66707556
2022-05-23T02:00:00.000Z,10.66398667
2022-06-09T03:30:00.000Z,10.66367111
2022-05-15T01:30:00.000Z,10.66009778
2022-05-12T03:45:00.000Z,10.65819
2022-05-10T01:15:00.000Z,10.65790889
2022-04-02T00:15:00.000Z,10.65269444
2022-05-11T01:15:00.000Z,10.65207778
2022-05-10T04:00:00.000Z,10.65145444
2022-05-23T03:15:00.000Z,10.64623556
2022-05-12T01:30:00.000Z,10.64393556
2022-05-20T01:45:00.000Z,10.63800333
2022-05-02T04:00:00.000Z,10.63659
2022-05-03T04:15:00.000Z,10.63550889
2022-03-29T00:45:00.000Z,10.63158111
2022-05-21T02:00:00.000Z,10.62375333
2022-05-19T01:30:00.000Z,10.62264889
2022-05-17T02:00:00.000Z,10.62207889
2022-06-28T02:45:00.000Z,10.61975111
2022-06-25T03:15:00.000Z,10.61725444
2022-05-16T01:30:00.000Z,10.61523333
2022-05-01T04:15:00.000Z,10.60998667
2022-04-16T00:45:00.000Z,10.60587111
2022-05-20T03:30:00.000Z,10.60538222
2022-04-15T00:45:00.000Z,10.60530889
2022-06-13T02:45:00.000Z,10.60084778
2022-05-09T04:00:00.000Z,10.58482667
2022-04-11T04:15:00.000Z,10.58304867
2022-04-23T00:45:00.000Z,10.58017333
2022-04-03T05:15:00.000Z,10.57936778
2022-04-08T00:30:00.000Z,10.57568222
2022-04-17T02:45:00.000Z,10.57468556
2022-04-06T05:15:00.000Z,10.57269667
2022-06-28T02:30:00.000Z,10.57265222
2022-04-11T00:45:00.000Z,10.56991444
2022-04-23T04:00:00.000Z,10.56291333
2022-05-15T03:45:00.000Z,10.5616193
2022-06-13T02:30:00.000Z,10.55963333
2022-04-01T05:00:00.000Z,10.55892222
2022-04-03T04:30:00.000Z,10.55356289
2022-06-28T03:00:00.000Z,10.54903229
2022-04-28T01:15:00.000Z,10.54728333
2022-05-02T01:00:00.000Z,10.54677778
2022-04-09T01:00:00.000Z,10.54000889
2022-05-21T03:45:00.000Z,10.53774222
2022-06-28T02:15:00.000Z,10.53026333
2022-06-13T03:00:00.000Z,10.52714
2022-06-13T03:15:00.000Z,10.52145222
2022-05-14T02:15:00.000Z,10.51620333
2022-06-11T02:15:00.000Z,10.50799556
2022-05-14T01:30:00.000Z,10.50395111
2022-05-17T03:45:00.000Z,10.50060111
2022-04-08T05:00:00.000Z,10.49925556
2022-05-08T01:00:00.000Z,10.49653333
2022-04-20T00:45:00.000Z,10.49649444
2022-06-10T03:30:00.000Z,10.49639444
2022-05-17T01:45:00.000Z,10.49129111
2022-05-23T01:45:00.000Z,10.48473778
2022-06-13T02:15:00.000Z,10.47686222
2022-03-29T03:30:00.000Z,10.47622333
2022-04-06T00:15:00.000Z,10.47477667
2022-05-09T01:00:00.000Z,10.47213556
2022-04-11T04:45:00.000Z,10.46382556
2022-05-01T01:00:00.000Z,10.46335444
2022-06-26T03:00:00.000Z,10.46123
2022-04-17T04:00:00.000Z,10.46020222
2022-05-21T01:45:00.000Z,10.45964111
2022-06-28T03:15:00.000Z,10.45900889
2022-05-11T04:15:00.000Z,10.45658333
2022-06-07T01:45:00.000Z,10.45517444
2022-06-25T03:30:00.000Z,10.45103333
2022-05-28T02:15:00.000Z,10.44965667
2022-05-25T02:00:00.000Z,10.44622778
2022-06-23T02:45:00.000Z,10.44007111
2022-05-23T03:30:00.000Z,10.43548778
2022-05-12T02:00:00.000Z,10.43290444
2022-03-29T04:00:00.000Z,10.43232444
2022-04-12T01:00:00.000Z,10.43170667
2022-05-18T03:15:00.000Z,10.42703111
2022-04-07T05:15:00.000Z,10.42450667
2022-06-16T02:45:00.000Z,10.42272333
2022-03-29T02:00:00.000Z,10.42037667
2022-04-20T04:30:00.000Z,10.41975
2022-05-20T01:30:00.000Z,10.41144556
2022-05-06T04:00:00.000Z,10.41071
2022-06-23T02:30:00.000Z,10.408925
2022-04-28T04:15:00.000Z,10.40519889
2022-04-04T00:15:00.000Z,10.40175444
2022-06-28T02:00:00.000Z,10.40071556
2022-05-03T01:00:00.000Z,10.39869889
2022-04-23T04:45:00.000Z,10.39814778
2022-06-23T03:00:00.000Z,10.39653229
2022-04-30T00:45:00.000Z,10.39166778
2022-06-22T02:30:00.000Z,10.37734167
2022-05-15T01:15:00.000Z,10.37689556
2022-05-27T03:30:00.000Z,10.3754
2022-06-15T03:00:00.000Z,10.37262333
2022-05-21T01:30:00.000Z,10.37100333
2022-04-04T05:15:00.000Z,10.36578
2022-05-20T03:45:00.000Z,10.36440556
2022-06-10T02:00:00.000Z,10.36431333
2022-06-27T02:30:00.000Z,10.36328444
2022-05-07T04:15:00.000Z,10.36236
2022-06-22T02:45:00.000Z,10.35934333
